Episode,Score,Epsilon,MaxTile
2166,109.2,0.05,128
2167,96.49,0.05,128
2168,139.05,0.05,64
2169,136.66,0.05,64
2170,238.25,0.05,128
2171,133.34,0.05,64
2172,204.41,0.05,128
2173,153.26,0.05,64
2174,220.97,0.05,128
2175,198.04,0.05,64
2176,175.88,0.05,64
2177,262.4,0.05,128
2178,60.25,0.05,128
2179,-40.35,0.05,64
2180,89.26,0.05,32
2181,126.68,0.05,64
2182,210.62,0.05,128
2183,112.72,0.05,256
2184,118.19,0.05,128
2185,268.82,0.05,128
2186,198.05,0.05,128
2187,124.25,0.05,64
2188,174.18,0.05,64
2189,85.54,0.05,128
2190,106.17,0.05,128
2191,46.75,0.05,128
2192,74.06,0.05,128
2193,260.54,0.05,128
2194,-109.69,0.05,64
2195,51.57,0.05,64
2196,78.12,0.05,128
2197,183.84,0.05,128
2198,260.47,0.05,256
2199,49.44,0.05,64
2200,132.47,0.05,128
2201,211.08,0.05,128
2202,247.7,0.05,256
2203,168.22,0.05,64
2204,125.49,0.05,64
2205,59.62,0.05,32
2206,230.71,0.05,128
2207,100.87,0.05,64
2208,186.11,0.05,128
2209,122.72,0.05,128
2210,-11.91,0.05,128
2211,93.33,0.05,64
2212,134.1,0.05,128
2213,71.95,0.05,64
2214,256.67,0.05,128
2215,241.64,0.05,128
2216,130.84,0.05,64
2217,-16.78,0.05,64
2218,79.24,0.05,128
2219,78.22,0.05,64
2220,-34.9,0.05,256
2221,200.6,0.05,128
2222,115.93,0.05,128
2223,95.63,0.05,64
2224,63.78,0.05,64
2225,254.68,0.05,128
2226,104.11,0.05,64
2227,-130.22,0.05,128
2228,272.19,0.05,128
2229,180.89,0.05,64
2230,185.37,0.05,128
2231,186.95,0.05,128
2232,177.77,0.05,64
2233,192.55,0.05,128
2234,191.41,0.05,64
2235,-61.09,0.05,64
2236,282.9,0.05,256
2237,125.24,0.05,32
2238,118.95,0.05,32
2239,84.12,0.05,64
2240,-48.43,0.05,64
2241,72.53,0.05,128
2242,-45.3,0.05,128
2243,46.22,0.05,256
2244,91.87,0.05,32
2245,81.78,0.05,32
2246,100.19,0.05,32
2247,8.57,0.05,64
2248,249.56,0.05,256
2249,132.59,0.05,64
2250,-37.09,0.05,256
2251,132.89,0.05,128
2252,-40.77,0.05,128
2253,178.52,0.05,64
2254,0.46,0.05,32
2255,53.43,0.05,64
2256,-40.68,0.05,64
2257,249.7,0.05,128
2258,215.92,0.05,128
2259,-225.25,0.05,64
2260,63.51,0.05,32
2261,231.46,0.05,128
2262,182.21,0.05,64
2263,54.84,0.05,128
2264,116.15,0.05,128
2265,82.18,0.05,32
2266,-116.21,0.05,128
2267,252.69,0.05,128
2268,101.38,0.05,64
2269,268.38,0.05,128
2270,115.17,0.05,128
2271,269.78,0.05,128
2272,187.68,0.05,128
2273,136.82,0.05,64
2274,19.58,0.05,32
2275,149.29,0.05,64
2276,40.8,0.05,64
2277,180.78,0.05,256
2278,115.69,0.05,128
2279,69.24,0.05,256
2280,101.82,0.05,32
2281,49.5,0.05,128
2282,117.87,0.05,128
2283,217.13,0.05,256
2284,137.56,0.05,128
2285,102.05,0.05,128
2286,179.07,0.05,64
2287,-20.61,0.05,256
2288,3.76,0.05,64
2289,82.3,0.05,128
2290,32.56,0.05,128
2291,119.3,0.05,256
2292,18.91,0.05,128
2293,215.18,0.05,128
2294,51.57,0.05,128
2295,202.02,0.05,128
2296,187.57,0.05,128
2297,68.87,0.05,128
2298,152.9,0.05,128
2299,135.99,0.05,64
2300,222.99,0.05,128
2301,151.71,0.05,128
2302,76.16,0.05,64
2303,234.15,0.05,128
2304,229.15,0.05,128
2305,-48.87,0.05,128
2306,138.85,0.05,64
2307,117.17,0.05,128
2308,85.17,0.05,32
2309,332.03,0.05,256
2310,163.33,0.05,64
2311,126.05,0.05,128
2312,212.73,0.05,128
2313,147.83,0.05,64
2314,326.18,0.05,256
2315,211.38,0.05,128
2316,-242.34,0.05,128
2317,-74.64,0.05,128
2318,120.65,0.05,32
2319,102.71,0.05,32
2320,79.95,0.05,32
2321,119.0,0.05,64
2322,166.21,0.05,128
2323,209.91,0.05,128
2324,140.2,0.05,64
2325,181.75,0.05,128
2326,115.14,0.05,32
2327,187.09,0.05,64
2328,179.89,0.05,64
2329,-12.89,0.05,64
2330,175.58,0.05,64
2331,92.52,0.05,128
2332,137.05,0.05,128
2333,165.3,0.05,64
2334,214.23,0.05,128
2335,147.22,0.05,64
2336,156.86,0.05,64
2337,139.51,0.05,64
2338,60.19,0.05,128
2339,357.25,0.05,256
2340,119.63,0.05,128
2341,131.06,0.05,64
2342,312.81,0.05,256
2343,446.76,0.05,256
2344,137.57,0.05,128
2345,116.4,0.05,64
2346,130.21,0.05,64
2347,167.73,0.05,64
2348,379.11,0.05,256
2349,-29.92,0.05,64
2350,126.03,0.05,64
2351,148.93,0.05,64
2352,-39.82,0.05,256
2353,151.74,0.05,64
2354,257.65,0.05,128
2355,183.13,0.05,256
2356,133.71,0.05,32
2357,30.16,0.05,128
2358,200.53,0.05,128
2359,168.1,0.05,128
2360,48.01,0.05,64
2361,68.72,0.05,32
2362,96.61,0.05,64
2363,77.29,0.05,32
2364,183.71,0.05,128
2365,164.5,0.05,128
2366,179.73,0.05,64
2367,38.12,0.05,64
2368,222.04,0.05,128
2369,84.64,0.05,32
2370,201.56,0.05,128
2371,252.4,0.05,128
2372,40.37,0.05,128
2373,106.9,0.05,64
2374,183.49,0.05,128
2375,128.61,0.05,64
2376,24.54,0.05,64
2377,192.16,0.05,128
2378,99.87,0.05,32
2379,84.09,0.05,64
2380,124.46,0.05,128
2381,107.07,0.05,256
2382,143.39,0.05,128
2383,39.52,0.05,128
2384,141.28,0.05,128
2385,55.48,0.05,64
2386,70.91,0.05,64
2387,176.81,0.05,128
2388,30.49,0.05,256
2389,208.19,0.05,128
2390,90.29,0.05,128
2391,68.22,0.05,128
2392,46.87,0.05,32
2393,48.96,0.05,128
2394,-320.09,0.05,64
2395,-162.38,0.05,128
2396,120.25,0.05,128
2397,43.36,0.05,64
2398,-212.75,0.05,64
2399,211.06,0.05,128
2400,274.76,0.05,128
2401,-133.51,0.05,128
2402,-45.8,0.05,128
2403,69.05,0.05,128
2404,104.43,0.05,64
2405,131.66,0.05,64
2406,133.71,0.05,128
2407,108.67,0.05,32
2408,169.8,0.05,64
2409,8.71,0.05,128
2410,99.74,0.05,32
2411,92.59,0.05,64
2412,3.97,0.05,64
2413,181.44,0.05,64
2414,167.15,0.05,128
2415,2.63,0.05,128
2416,180.01,0.05,128
2417,66.13,0.05,128
2418,45.39,0.05,128
2419,40.98,0.05,128
2420,189.82,0.05,128
2421,55.8,0.05,128
2422,13.81,0.05,128
2423,101.91,0.05,64
2424,71.95,0.05,128
2425,238.5,0.05,128
2426,73.85,0.05,64
2427,107.44,0.05,32
2428,30.93,0.05,128
2429,243.87,0.05,128
2430,194.08,0.05,64
2431,62.39,0.05,128
2432,108.02,0.05,128
2433,179.28,0.05,128
2434,192.43,0.05,64
2435,127.11,0.05,128
2436,115.37,0.05,64
2437,262.49,0.05,128
2438,56.54,0.05,128
2439,189.55,0.05,64
2440,195.78,0.05,128
2441,96.77,0.05,32
2442,198.66,0.05,256
2443,211.62,0.05,128
2444,160.93,0.05,64
2445,171.69,0.05,64
2446,60.33,0.05,64
2447,87.62,0.05,64
2448,166.76,0.05,64
2449,106.24,0.05,64
2450,164.53,0.05,64
2451,202.0,0.05,128
2452,182.84,0.05,128
2453,-39.31,0.05,128
2454,175.41,0.05,128
2455,139.61,0.05,64
2456,113.48,0.05,64
2457,110.36,0.05,64
2458,17.44,0.05,64
2459,149.24,0.05,128
2460,98.88,0.05,32
2461,263.99,0.05,128
2462,164.5,0.05,64
2463,90.56,0.05,64
2464,94.83,0.05,32
2465,101.39,0.05,32
2466,252.03,0.05,128
2467,97.83,0.05,128
2468,167.53,0.05,128
2469,97.75,0.05,32
2470,170.97,0.05,64
2471,156.5,0.05,64
2472,-68.94,0.05,128
2473,95.79,0.05,64
2474,116.93,0.05,128
2475,30.01,0.05,128
2476,62.36,0.05,128
2477,-143.31,0.05,128
2478,145.78,0.05,64
2479,174.55,0.05,64
2480,8.18,0.05,64
2481,26.9,0.05,128
2482,161.71,0.05,64
2483,105.7,0.05,32
2484,57.63,0.05,32
2485,146.35,0.05,64
2486,254.9,0.05,128
2487,101.3,0.05,64
2488,86.77,0.05,64
2489,-172.67,0.05,128
2490,223.93,0.05,128
2491,-1.55,0.05,128
2492,232.14,0.05,128
2493,54.81,0.05,64
2494,-68.16,0.05,128
2495,92.78,0.05,128
2496,133.82,0.05,64
2497,107.61,0.05,64
2498,103.74,0.05,128
2499,101.45,0.05,64
2500,135.45,0.05,64
2501,165.74,0.05,128
2502,212.79,0.05,128
2503,127.25,0.05,128
2504,104.39,0.05,64
2505,80.57,0.05,64
2506,3.23,0.05,32
2507,114.89,0.05,128
2508,-192.06,0.05,256
2509,194.03,0.05,128
2510,256.99,0.05,128
2511,34.77,0.05,64
2512,245.44,0.05,128
2513,-128.69,0.05,128
2514,144.28,0.05,64
2515,167.57,0.05,128
2516,192.54,0.05,128
2517,-7.13,0.05,128
2518,-36.69,0.05,128
2519,-272.38,0.05,128
2520,143.84,0.05,64
2521,153.02,0.05,128
2522,70.94,0.05,64
2523,159.24,0.05,64
2524,136.68,0.05,128
2525,-367.0,0.05,64
2526,28.55,0.05,128
2527,255.79,0.05,128
2528,35.1,0.05,128
2529,163.41,0.05,128
2530,208.72,0.05,128
2531,36.44,0.05,128
2532,108.0,0.05,128
2533,-29.66,0.05,64
2534,4.36,0.05,64
2535,154.63,0.05,128
2536,227.02,0.05,128
2537,226.58,0.05,128
2538,223.06,0.05,128
2539,232.92,0.05,128
2540,270.63,0.05,128
2541,198.02,0.05,64
2542,58.94,0.05,32
2543,-23.24,0.05,64
2544,125.98,0.05,128
2545,134.65,0.05,64
2546,93.63,0.05,256
2547,188.32,0.05,128
2548,-180.99,0.05,128
2549,35.44,0.05,128
2550,103.94,0.05,64
2551,129.76,0.05,128
2552,168.82,0.05,64
2553,-306.08,0.05,128
2554,70.43,0.05,16
2555,163.71,0.05,128
2556,197.63,0.05,128
2557,189.75,0.05,128
2558,1.28,0.05,64
2559,-149.77,0.05,64
2560,148.36,0.05,64
2561,132.29,0.05,32
2562,138.34,0.05,64
2563,208.42,0.05,128
2564,191.11,0.05,64
2565,30.73,0.05,128
2566,119.63,0.05,128
2567,69.71,0.05,32
2568,-87.69,0.05,128
2569,215.26,0.05,64
2570,301.36,0.05,256
2571,-0.04,0.05,256
2572,155.15,0.05,64
2573,73.93,0.05,128
2574,298.87,0.05,128
2575,108.6,0.05,128
2576,202.75,0.05,128
2577,21.8,0.05,64
2578,217.85,0.05,128
2579,-8.06,0.05,64
2580,103.48,0.05,64
2581,97.69,0.05,128
2582,39.39,0.05,128
2583,187.33,0.05,128
2584,141.52,0.05,128
2585,89.47,0.05,64
2586,271.32,0.05,256
2587,244.98,0.05,128
2588,247.64,0.05,128
2589,47.43,0.05,64
2590,116.12,0.05,64
2591,136.97,0.05,128
2592,240.96,0.05,128
2593,159.33,0.05,64
2594,114.93,0.05,128
2595,-93.25,0.05,64
2596,-88.23,0.05,128
2597,101.55,0.05,128
2598,-4.12,0.05,16
2599,55.62,0.05,64
2600,103.81,0.05,32
2601,173.47,0.05,64
2602,122.73,0.05,32
2603,151.0,0.05,64
2604,35.69,0.05,64
2605,122.62,0.05,64
2606,142.03,0.05,64
2607,174.71,0.05,64
2608,160.8,0.05,64
2609,-156.67,0.05,256
2610,34.23,0.05,256
2611,50.3,0.05,32
2612,-137.93,0.05,128
2613,51.11,0.05,64
2614,61.2,0.05,128
2615,80.61,0.05,128
2616,167.17,0.05,64
2617,165.98,0.05,64
2618,147.55,0.05,128
2619,32.08,0.05,256
2620,127.67,0.05,64
2621,79.79,0.05,128
2622,-72.65,0.05,32
2623,267.03,0.05,128
2624,141.35,0.05,128
2625,46.97,0.05,32
2626,171.42,0.05,64
2627,80.02,0.05,32
2628,134.34,0.05,64
2629,83.55,0.05,64
2630,-141.58,0.05,256
2631,208.18,0.05,128
2632,-48.78,0.05,64
2633,279.36,0.05,128
2634,205.5,0.05,128
2635,125.94,0.05,256
2636,201.12,0.05,128
2637,44.72,0.05,32
2638,83.74,0.05,32
2639,72.05,0.05,64
2640,138.19,0.05,64
2641,223.32,0.05,128
2642,324.57,0.05,256
2643,174.52,0.05,64
2644,134.03,0.05,64
2645,53.12,0.05,64
2646,-99.16,0.05,64
2647,86.56,0.05,64
2648,-150.54,0.05,32
2649,-15.65,0.05,128
2650,39.17,0.05,32
2651,-91.45,0.05,128
2652,171.25,0.05,128
2653,-230.89,0.05,128
2654,61.19,0.05,32
2655,225.95,0.05,128
2656,141.14,0.05,64
2657,133.47,0.05,64
2658,-29.62,0.05,64
2659,-65.16,0.05,64
2660,65.37,0.05,128
2661,232.65,0.05,128
2662,4.08,0.05,128
2663,90.21,0.05,32
2664,219.97,0.05,128
2665,37.42,0.05,32
2666,150.23,0.05,64
2667,8.04,0.05,128
2668,118.51,0.05,128
2669,-98.66,0.05,256
2670,164.8,0.05,64
2671,-108.16,0.05,128
2672,135.3,0.05,64
2673,84.26,0.05,32
2674,15.17,0.05,128
2675,104.32,0.05,64
2676,160.73,0.05,64
2677,-46.69,0.05,128
2678,-56.1,0.05,128
2679,215.35,0.05,128
2680,-91.0,0.05,64
2681,-13.09,0.05,128
2682,155.03,0.05,64
2683,261.68,0.05,128
2684,135.27,0.05,64
2685,124.94,0.05,64
2686,-40.99,0.05,128
2687,303.02,0.05,256
2688,81.58,0.05,32
2689,-60.4,0.05,128
2690,70.21,0.05,128
2691,58.96,0.05,64
2692,192.19,0.05,128
2693,32.01,0.05,128
2694,170.6,0.05,128
2695,154.05,0.05,64
2696,72.08,0.05,128
2697,51.83,0.05,64
2698,188.57,0.05,128
2699,77.86,0.05,64
2700,167.04,0.05,64
2701,175.05,0.05,64
2702,152.83,0.05,64
2703,87.08,0.05,64
2704,147.91,0.05,64
2705,183.7,0.05,128
2706,50.03,0.05,64
2707,95.92,0.05,64
2708,93.59,0.05,64
2709,187.26,0.05,128
2710,141.91,0.05,128
2711,33.14,0.05,256
2712,188.28,0.05,64
2713,227.58,0.05,128
2714,181.16,0.05,128
2715,44.22,0.05,64
2716,212.62,0.05,128
2717,53.63,0.05,64
2718,146.11,0.05,128
2719,50.71,0.05,128
2720,110.35,0.05,128
2721,15.65,0.05,128
2722,-10.95,0.05,64
2723,153.64,0.05,128
2724,115.17,0.05,64
2725,211.85,0.05,128
2726,-3.89,0.05,64
2727,46.43,0.05,64
2728,176.0,0.05,64
2729,29.02,0.05,32
2730,100.15,0.05,128
2731,96.38,0.05,128
2732,98.44,0.05,64
2733,172.16,0.05,64
2734,103.74,0.05,64
2735,113.67,0.05,128
2736,116.5,0.05,128
2737,41.23,0.05,128
2738,66.7,0.05,64
2739,-160.74,0.05,128
2740,-35.97,0.05,128
2741,70.76,0.05,32
2742,-139.3,0.05,128
2743,114.76,0.05,32
2744,51.64,0.05,64
2745,114.41,0.05,64
2746,-46.87,0.05,128
2747,260.46,0.05,128
2748,251.25,0.05,128
2749,135.21,0.05,64
2750,64.32,0.05,32
2751,104.33,0.05,128
2752,120.32,0.05,64
2753,118.98,0.05,256
2754,33.92,0.05,32
2755,59.72,0.05,64
2756,143.9,0.05,128
2757,26.42,0.05,64
2758,-144.08,0.05,128
2759,32.93,0.05,64
2760,136.4,0.05,64
2761,4.9,0.05,128
2762,160.43,0.05,64
2763,153.23,0.05,128
2764,125.86,0.05,128
2765,92.55,0.05,32
2766,93.11,0.05,128
2767,-30.81,0.05,64
2768,62.64,0.05,64
2769,-166.54,0.05,128
2770,202.03,0.05,64
2771,93.03,0.05,32
2772,207.44,0.05,64
2773,229.27,0.05,128
2774,133.91,0.05,128
2775,200.53,0.05,128
2776,-345.87,0.05,64
2777,97.19,0.05,64
2778,216.1,0.05,128
2779,204.65,0.05,64
2780,67.28,0.05,64
2781,197.74,0.05,128
2782,131.9,0.05,64
2783,135.54,0.05,128
2784,156.58,0.05,128
2785,83.53,0.05,64
2786,306.14,0.05,128
2787,289.5,0.05,256
2788,114.99,0.05,64
2789,254.11,0.05,128
2790,118.23,0.05,64
2791,29.92,0.05,256
2792,118.64,0.05,64
2793,212.56,0.05,128
2794,228.2,0.05,256
2795,81.21,0.05,32
2796,-59.15,0.05,128
2797,165.4,0.05,128
2798,124.73,0.05,64
2799,7.79,0.05,32
2800,163.22,0.05,64
2801,217.34,0.05,128
2802,45.55,0.05,64
2803,130.82,0.05,64
2804,221.64,0.05,128
2805,279.96,0.05,128
2806,191.37,0.05,128
2807,234.53,0.05,128
2808,110.25,0.05,64
2809,87.21,0.05,32
2810,189.57,0.05,128
2811,145.76,0.05,64
2812,149.13,0.05,128
2813,250.16,0.05,128
2814,-19.75,0.05,32
2815,153.82,0.05,128
2816,98.41,0.05,64
2817,134.52,0.05,128
2818,209.01,0.05,128
2819,91.27,0.05,128
2820,307.44,0.05,256
2821,156.76,0.05,64
2822,72.53,0.05,32
2823,45.76,0.05,128
2824,52.33,0.05,128
2825,185.33,0.05,64
2826,71.9,0.05,64
2827,77.85,0.05,64
2828,-70.15,0.05,128
2829,167.89,0.05,128
2830,166.78,0.05,64
2831,46.83,0.05,64
2832,34.72,0.05,64
2833,345.69,0.05,256
2834,160.2,0.05,128
2835,109.08,0.05,64
2836,3.92,0.05,128
2837,166.7,0.05,128
2838,-81.53,0.05,512
2839,94.26,0.05,64
2840,-152.73,0.05,64
2841,220.15,0.05,128
2842,215.35,0.05,64
2843,154.23,0.05,64
2844,239.4,0.05,128
2845,226.56,0.05,64
2846,106.99,0.05,64
2847,205.1,0.05,128
2848,106.42,0.05,64
2849,88.22,0.05,128
2850,-11.12,0.05,64
2851,188.1,0.05,128
2852,110.6,0.05,32
2853,124.12,0.05,64
2854,-50.86,0.05,64
2855,137.78,0.05,64
2856,39.83,0.05,256
2857,156.95,0.05,64
2858,113.78,0.05,64
2859,13.34,0.05,64
2860,73.37,0.05,64
2861,178.93,0.05,128
2862,200.44,0.05,128
2863,-246.44,0.05,128
2864,25.91,0.05,64
2865,121.02,0.05,64
2866,153.49,0.05,64
2867,199.7,0.05,128
2868,115.94,0.05,64
2869,97.68,0.05,128
2870,113.96,0.05,32
2871,68.64,0.05,32
2872,29.72,0.05,64
2873,26.79,0.05,64
2874,173.11,0.05,128
2875,63.55,0.05,64
2876,148.39,0.05,64
2877,165.4,0.05,64
2878,191.43,0.05,256
2879,162.2,0.05,64
2880,175.86,0.05,64
2881,157.62,0.05,64
2882,153.43,0.05,128
2883,151.28,0.05,64
2884,224.64,0.05,128
2885,20.77,0.05,128
2886,125.84,0.05,64
2887,140.63,0.05,64
2888,66.11,0.05,128
2889,101.97,0.05,64
2890,214.07,0.05,256
2891,132.08,0.05,64
2892,145.2,0.05,128
2893,111.58,0.05,64
2894,90.36,0.05,128
2895,-4.31,0.05,64
2896,135.29,0.05,64
2897,62.12,0.05,64
2898,277.95,0.05,128
2899,-171.78,0.05,256
2900,45.99,0.05,32
2901,177.62,0.05,128
2902,183.97,0.05,64
2903,-72.09,0.05,128
2904,119.31,0.05,64
2905,150.83,0.05,64
2906,151.69,0.05,128
2907,246.76,0.05,128
2908,164.72,0.05,128
2909,171.32,0.05,64
2910,-67.19,0.05,128
2911,143.6,0.05,128
2912,80.92,0.05,64
2913,92.2,0.05,32
2914,-273.8,0.05,64
2915,42.19,0.05,64
2916,169.89,0.05,128
2917,248.3,0.05,256
2918,228.24,0.05,128
2919,121.26,0.05,32
2920,181.16,0.05,256
2921,74.11,0.05,32
2922,141.69,0.05,64
2923,130.24,0.05,64
2924,115.31,0.05,128
2925,199.03,0.05,128
2926,-45.89,0.05,128
2927,112.2,0.05,64
2928,33.23,0.05,128
2929,349.6,0.05,256
2930,205.87,0.05,128
2931,241.35,0.05,128
2932,44.09,0.05,64
2933,68.64,0.05,128
2934,201.03,0.05,128
2935,184.95,0.05,256
2936,-170.26,0.05,128
2937,38.26,0.05,128
2938,15.33,0.05,64
2939,-0.69,0.05,128
2940,203.62,0.05,128
2941,254.42,0.05,128
2942,114.48,0.05,128
2943,-45.31,0.05,64
2944,129.92,0.05,128
2945,220.24,0.05,128
2946,221.39,0.05,128
2947,244.65,0.05,128
2948,-78.59,0.05,64
2949,143.1,0.05,64
2950,157.47,0.05,128
2951,150.55,0.05,128
2952,180.53,0.05,64
2953,44.18,0.05,64
2954,158.16,0.05,64
2955,25.85,0.05,128
2956,153.48,0.05,64
2957,74.69,0.05,64
2958,23.66,0.05,256
2959,160.24,0.05,64
2960,-77.98,0.05,128
2961,279.48,0.05,256
2962,156.84,0.05,128
2963,19.0,0.05,32
2964,164.97,0.05,64
2965,-56.79,0.05,64
2966,-97.11,0.05,128
2967,123.65,0.05,64
2968,69.11,0.05,64
2969,182.86,0.05,128
2970,-31.08,0.05,128
2971,187.29,0.05,128
2972,212.59,0.05,64
2973,-117.19,0.05,64
2974,-52.89,0.05,128
2975,270.52,0.05,128
2976,53.59,0.05,32
2977,167.84,0.05,128
2978,-43.63,0.05,128
2979,130.53,0.05,128
2980,89.84,0.05,64
2981,130.43,0.05,128
2982,-217.42,0.05,256
2983,191.46,0.05,64
2984,108.81,0.05,128
2985,127.0,0.05,128
2986,99.37,0.05,128
2987,184.94,0.05,64
2988,163.42,0.05,64
2989,192.36,0.05,128
2990,146.48,0.05,128
2991,88.87,0.05,128
2992,135.25,0.05,64
2993,243.41,0.05,128
2994,-189.83,0.05,64
2995,113.35,0.05,32
2996,131.28,0.05,64
2997,163.34,0.05,128
2998,43.71,0.05,32
2999,25.92,0.05,64
